x,y,z,mag,dab
-3.1699229980468746,8.257601525878906,4.766855505371093,10.047850824073315,dab
-3.2321722412109373,8.078036401367187,4.944026428222656,10.007247714613241,dab
-3.2441432495117186,8.058882788085937,5.025429284667968,10.036184370100951,dab
-3.3782185424804685,8.092401611328125,4.855440966796874,10.023703474356884,dab
-3.3016040893554686,8.137891442871092,4.7955859252929685,10.006173647587339,dab
-3.284844677734375,8.142679846191406,5.011064074707031,10.109609428421603,dab
-3.1100679565429687,8.195352282714843,4.908113403320312,10.046188277748294,dab
-3.258508459472656,8.032546569824218,5.042188696289062,10.028127872431368,dab
-3.394977954101562,8.305485559082031,4.838681555175781,10.19410637934263,dab
-5.03740029296875,10.122684619140625,4.661510632324219,12.230037897956798,dab
-9.488221179199218,12.251129895019531,5.233724829101562,16.355684040626368,dab
-8.8872765625,11.049240661621093,7.644685900878906,16.109333518798334,dab
-2.5857377929687497,7.44357296142578,4.977545251464844,9.32034200533629,dab
4.280832568359375,3.73495458984375,2.559401574707031,6.231047238396933,dab
7.711723547363281,3.306392492675781,1.4173673828125,8.509514773736564,dab
7.41244833984375,5.5258174316406246,-0.7422025146484375,9.275231169702792,dab
7.012616662597656,6.0142345703124995,-0.8044517578125,9.273346351448968,dab
5.1714755859374995,7.802703210449218,-0.4908113403320312,9.37375233821017,dab
3.7038299682617186,9.095572106933593,0.7015010864257812,9.845805815700336,dab
4.1563340820312495,8.607154968261717,2.090138049316406,9.784012812457224,dab
5.772420202636718,8.992621435546875,0.9409212524414062,10.7272274182177,dab
4.766855505371093,8.283937744140625,1.6903063720703124,9.70585759164773,dab
4.6447512207031245,8.798691101074219,0.9696516723632812,9.996544571003659,dab
4.580107775878906,8.374917407226562,1.0797849487304687,9.606381439024673,dab
4.874594580078124,8.355763793945313,0.833182177734375,9.70951355329548,dab
5.080495922851562,8.662221606445312,1.0295067138671874,10.094820753989492,dab
5.137956762695312,8.449137658691406,1.0797849487304687,9.947485230265418,dab
5.104437939453125,8.434772448730468,1.4245499877929686,9.961426384173704,dab
4.594472985839843,8.48505068359375,1.5634136840820312,9.774943962414403,dab
4.8698061767578125,8.475473876953124,1.3958195678710936,9.874056000659264,dab
5.322310290527343,7.81467421875,0.6512228515624999,9.477352540464365,dab
