x,y,z,mag,hair-swipe
-1.7549498168945312,7.314286071777343,6.457161877441406,9.913302633890323,hair-swipe
-1.9201497314453124,7.359775903320312,6.655880615234374,10.107127341758218,hair-swipe
-2.2098481323242187,7.491456994628906,6.6702458251953125,10.271199347634466,hair-swipe
-2.070984436035156,7.601590270996093,6.196193896484375,10.02327142130914,hair-swipe
-1.608903515625,7.3861121215820305,6.4284314575195305,9.9231020250322,hair-swipe
-1.8148048583984373,7.632714892578124,6.5577183471679685,10.225239519259873,hair-swipe
-2.518700146484375,9.083601098632812,7.086836914062499,11.793172465180966,hair-swipe
-1.7597382202148437,9.028534460449219,9.062053283691405,12.91247160011073,hair-swipe
-1.3192051147460937,8.997409838867187,8.568847741699217,12.494752401057816,hair-swipe
1.139639990234375,8.851363537597656,7.192181787109375,11.461801544298456,hair-swipe
0.718260498046875,9.255983618164063,5.4013189453125,10.740734482881875,hair-swipe
2.2290017456054687,8.224082702636718,5.209782812499999,9.987283015672537,hair-swipe
2.3870190551757813,7.915230688476562,3.124433166503906,8.838032554450287,hair-swipe
1.5777788940429687,7.690175732421874,0.24899697265624998,7.854310187814697,hair-swipe
0.9911994873046874,8.279149340820313,0.35673604736328124,8.345900241359638,hair-swipe
0.46686932373046874,8.221688500976562,-2.212242333984375,8.526907113180219,hair-swipe
0.5674257934570313,7.513004809570312,-2.81558115234375,8.043302215206161,hair-swipe
0.49799394531249996,7.513004809570312,-4.048595007324218,8.54893916059327,hair-swipe
1.1923124267578125,7.752424975585937,-6.160280871582031,9.973503012576332,hair-swipe
0.229843359375,7.0652890991210935,-5.537788439941406,8.979879666763738,hair-swipe
-0.12210428466796874,8.135497241210937,-5.446808776855469,9.791269104141444,hair-swipe
-0.9097966308593749,9.303867651367186,-4.76924970703125,10.494542674728494,hair-swipe
-0.055066638183593745,8.832209924316405,-5.5832782714843745,10.449112916351494,hair-swipe
-1.35990654296875,8.693346228027343,-2.2098481323242187,9.072322922708565,hair-swipe
-1.7118541870117185,10.0748005859375,-1.209071838378906,10.290476486264234,hair-swipe
-1.9536685546875,10.462661254882812,1.2761094848632812,10.71972745797946,hair-swipe
-2.0183119995117185,9.746794958496093,3.0933085449218747,10.423154658951603,hair-swipe
-2.8203695556640622,9.65342109375,3.095702746582031,10.5226612004269,hair-swipe
-2.9735984619140625,9.02135185546875,4.613626599121093,10.559953953923511,hair-swipe
-3.9552211425781247,8.429984045410155,5.53539423828125,10.832774098344524,hair-swipe
-3.31357509765625,8.884882360839843,4.876988781738281,10.663298461122226,hair-swipe
-1.5370774658203123,8.480262280273436,5.284003063964843,10.109309761707317,hair-swipe
-2.664746447753906,8.588001354980468,4.331110803222656,9.980639342935673,hair-swipe
-2.43250888671875,8.595183959960938,4.453215087890625,9.981252997923265,hair-swipe
-2.70065947265625,8.52335791015625,4.912901806640625,10.201852567723362,hair-swipe
-2.731784094238281,8.262389929199218,5.044582897949218,10.05870510025757,hair-swipe
-1.8818425048828125,7.915230688476562,6.0142345703124995,10.117471301255407,hair-swipe
-2.4444798950195312,8.312668164062499,5.106832141113281,10.057617435579887,hair-swipe
-2.138022082519531,8.173804467773436,5.025429284667968,9.8304200010952,hair-swipe
-2.142810485839844,8.104372619628906,5.45877978515625,10.003537828130927,hair-swipe
-2.3151930053710936,8.054094384765625,5.322310290527343,9.927514383746098,hair-swipe
