x,y,z,mag,raise-hand
-3.88818349609375,8.959102612304687,-0.6560112548828124,9.7884544890209,raise-hand
-3.5984850952148437,9.100360510253905,-0.8092401611328125,9.819395400708862,raise-hand
-3.6367923217773437,9.085995300292968,-0.5913678100585937,9.804656285431838,raise-hand
-4.048595007324218,9.0788126953125,-0.6416460449218749,9.961308706031648,raise-hand
-3.919308117675781,9.102754711914063,-0.8283937744140625,9.945217730750842,raise-hand
-3.7900212280273435,9.191340173339842,-0.8020575561523438,9.974381755995198,raise-hand
-3.555389465332031,8.997409838867187,-0.7661445312499999,9.704697599693786,raise-hand
-3.921702319335937,9.193734375,-1.2018892333984375,10.067225961947043,raise-hand
-4.417302062988281,10.268730920410155,-1.0319009155273438,11.22605058473078,raise-hand
-5.810727429199218,14.065934753417968,0.11013327636718749,15.219303633294887,raise-hand
-5.753266589355468,15.071499450683593,-4.04141240234375,16.63079031032403,raise-hand
-5.506663818359375,12.095506787109374,-5.856217260742187,14.523082023126216,raise-hand
-6.919242797851562,7.8338278320312495,-6.7277066650390625,12.430077086178475,raise-hand
-4.029441394042968,7.3932947265625,-5.865794067382812,10.261810020790056,raise-hand
-0.6177040283203125,5.0206408813476555,-4.833893151855468,6.996778982475987,raise-hand
0.93852705078125,3.6439749267578123,-3.5146880371093747,5.1490211001788975,raise-hand
2.4444798950195312,2.863465185546875,-4.6351744140625,5.971579077159854,raise-hand
1.8459294799804686,6.423643054199219,-4.520252734375,8.068663490036469,raise-hand
-6.102820031738281,5.786785412597656,-3.5913024902343746,9.144875686831542,raise-hand
-3.478775012207031,7.323862878417969,-2.980781066894531,8.63862829482677,raise-hand
-3.749319799804687,7.570465649414062,-4.182670300292968,9.426774631395332,raise-hand
-3.1028853515624997,7.987056738281249,-4.6830584472656245,9.764835342491493,raise-hand
-3.2704794677734372,8.061276989746093,-5.195417602539062,10.132748231319585,raise-hand
-2.138022082519531,8.221688500976562,-5.085284326171875,9.900879602865631,raise-hand
-2.9496564453125,8.183381274414062,-4.742913488769531,9.90774598936389,raise-hand
-1.9656395629882812,8.29351455078125,-5.0757075195312495,9.92012748503925,raise-hand
-2.5330653564453125,8.40125362548828,-4.8506525634765625,10.026281108734441,raise-hand
-3.0526071166992184,8.269572534179687,-4.548983154296875,9.919550788471145,raise-hand
-2.8730419921875,8.051700183105469,-4.331110803222656,9.583463200601615,raise-hand
-2.592920397949219,7.876923461914062,-4.967968444824218,9.66694728876301,raise-hand
-2.7748797241210936,8.001421948242188,-5.128379956054687,9.900656122238244,raise-hand
-2.602497204589844,7.721300354003906,-5.3007624755859375,9.720573731998474,raise-hand
-2.04943662109375,7.5465236328125,-4.690241052246093,9.118583800824133,raise-hand
