x,y,z,mag,point
-4.853046765136718,8.678981018066406,0.229843359375,9.9463361287667,point
-4.673481640625,8.633491186523438,0.29927520751953124,9.821820929077901,point
-4.838681555175781,8.487444885253906,0.3016694091796875,9.77448537290101,point
-4.7764323120117185,8.710105639648438,0.047884033203124995,9.933908534192417,point
-4.826710546875,8.652644799804687,0.16519991455078123,9.90922235832202,point
-4.721365673828124,8.564059338378906,0.26815058593749996,9.782960232670685,point
-4.546588952636719,8.719682446289061,0.0718260498046875,9.834098436043357,point
-4.8650177734375,8.66940421142578,-0.4429273071289062,9.951037730626403,point
-5.111620544433594,8.913612780761719,-2.070984436035156,10.481895531340411,point
-6.344634399414062,9.502586389160156,-8.080430603027343,13.994530805854868,point
-7.436390356445312,9.141061938476563,-8.396465222167969,14.469262010329825,point
-4.479551306152343,6.363788012695312,-4.177881896972656,8.832829383613586,point
7.999027746582031,2.3295582153320313,5.197811804199218,9.819803150831634,point
9.361328491210937,-5.954379528808594,5.1140147460937495,12.216474676301539,point
19.61270144958496,2.042254016113281,3.67749375,20.058734254637603,point
8.681375219726561,-0.36152445068359373,-4.472368701171875,9.772361916821659,point
11.635820068359374,1.5298948608398437,-4.216189123535156,12.470330295299922,point
8.231265307617187,0.2537853759765625,-0.5434837768554687,8.253090948071936,point
10.062829577636718,1.1228805786132812,-2.27927998046875,10.37865680768725,point
8.303091357421874,1.0654197387695312,-1.5873557006835937,8.520337049081231,point
9.557653027343749,1.2330138549804688,-1.8028338500976562,9.804043270443316,point
9.284714038085937,1.3072341064453123,-2.059013427734375,9.59970374926614,point
9.291896643066405,1.254561669921875,-1.6232687255859375,9.51568544901161,point
9.138667736816405,1.01514150390625,-1.867477294921875,9.382602609294015,point
9.852139831542969,1.0702081420898437,-1.8770541015625,10.08629450431939,point
9.536105212402344,0.9074024291992187,-1.675941162109375,9.724683057528216,point
