x,y,z,mag,dab
-2.473210314941406,8.647856396484375,3.9983167724609374,9.843207126190668,dab
-2.4899697265625,8.884882360839843,4.132392065429687,10.110279322926095,dab
-2.39420166015625,8.686163623046875,4.333505004882812,9.998045094076248,dab
-2.530671154785156,8.717288244628906,4.031835595703125,9.932326469885377,dab
-2.530671154785156,8.834604125976561,4.106055847167968,10.065496568796096,dab
-2.863465185546875,8.927977990722656,4.062960217285156,10.218408369159505,dab
-4.402936853027343,10.031704956054687,4.00310517578125,11.663867639228643,dab
-6.572083557128906,12.059593762207031,4.611232397460937,14.487565296306354,dab
-4.797980126953124,10.635043774414061,5.142745166015625,12.750395963456096,dab
0.2920926025390625,9.085995300292968,3.423708374023437,9.71403148624515,dab
1.3192051147460937,8.061276989746093,3.1842882080078123,8.76722192212788,dab
6.102820031738281,5.058948107910156,1.8914193115234375,8.149529760073127,dab
8.894459167480468,4.627991809082031,0.7326257080078125,10.053181212677988,dab
7.268796240234375,5.923254907226562,-0.26336218261718747,9.380282891110578,dab
5.231330627441406,8.748412866210938,-0.612915625,10.211621486064821,dab
4.984727856445312,9.311050256347656,0.0,10.56139993935717,dab
4.515464331054687,8.717288244628906,1.3670891479492187,9.912086823843552,dab
4.094084838867187,8.702923034667968,1.7286135986328124,9.771924323723285,dab
4.963180041503906,9.006986645507812,0.7757213378906249,10.313132800017538,dab
4.563348364257812,8.930372192382812,0.51714755859375,10.042068381833403,dab
4.766855505371093,8.963891015625,1.0127473022460938,10.20293637377476,dab
4.568136767578125,8.911218579101561,0.6607996582031249,10.035653754494787,dab
3.622427111816406,8.659827404785156,1.2210428466796874,9.466019992294449,dab
4.077325427246094,9.018957653808593,0.9816226806640624,9.946344197143704,dab
4.661510632324219,8.748412866210938,0.7709329345703124,9.942773589022432,dab
