x,y,z,mag,dab
-0.15322890625,8.63109698486328,5.272032055664062,10.115020328984812,dab
-0.076614453125,8.66940421142578,4.946420629882812,9.981558806280958,dab
-0.29927520751953124,8.609549169921875,5.068524914550781,9.995191212206013,dab
-0.2442085693359375,8.755595471191405,5.164292980957031,10.168087916301994,dab
-0.201112939453125,8.66940421142578,5.070919116210937,10.045558047149797,dab
-0.47884033203125,8.724470849609375,4.984727856445312,10.059482664237033,dab
-0.3136404174804687,8.793902697753905,4.604049792480469,9.931181674940811,dab
-2.2385785522460937,10.012551342773437,5.49708701171875,11.639604114430066,dab
-5.173869787597656,12.540828295898438,8.963891015625,16.260155136597724,dab
-3.69664736328125,12.559981909179687,9.349357482910156,16.0881581491053,dab
-0.948103857421875,9.22485899658203,5.109226342773437,10.587781554838044,dab
5.6958057495117185,1.924938134765625,2.549824768066406,6.5306352146395845,dab
8.954314208984375,1.7621324218749999,-2.9664158569335934,9.596065686608735,dab
7.9846625366210935,5.008669873046875,-4.668693237304687,10.518474521761334,dab
4.7117888671875,6.845022546386718,-3.447650390625,8.996753926026392,dab
5.834669445800781,7.908048083496094,-2.597708801269531,10.165071718824251,dab
6.4284314575195305,8.051700183105469,-1.9416975463867185,10.484502668428842,dab
5.722141967773437,7.9104422851562495,-1.3527239379882812,9.85636179827773,dab
5.913678100585937,7.953537915039062,-1.7788918334960937,10.069499004349359,dab
5.865794067382812,7.601590270996093,-1.8076222534179687,9.770323070405487,dab
5.549759448242187,7.68059892578125,-1.697488977050781,9.626676405659142,dab
5.391742138671875,7.908048083496094,-2.020706201171875,9.782196140554056,dab
5.774814404296874,7.8912886718749995,-1.8626888916015625,9.954422545473605,dab
5.590460876464843,7.860164050292968,-1.5083470458984374,9.76271184249912,dab
6.1818286865234375,7.941566906738281,-1.9752163696289062,10.255972433200798,dab
6.356605407714843,7.053318090820312,-2.221819140625,9.751523403721611,dab
