x,y,z,mag,hair-swipe
-1.0223241088867188,7.639897497558593,6.325480786132812,9.971202913016485,hair-swipe
-0.8762778076171874,7.685387329101562,6.167463476562499,9.89295946262642,hair-swipe
-0.7062894897460937,7.783549597167968,6.358999609374999,10.075681873051115,hair-swipe
-0.6248866333007812,7.754819177246094,6.572083557128906,10.18430096070152,hair-swipe
-0.5363011718749999,7.594407666015624,6.41646044921875,9.956586334732394,hair-swipe
-0.584185205078125,7.575254052734374,6.3709706176757805,9.915392726896341,hair-swipe
-0.8092401611328125,7.675810522460937,6.131550451660156,9.857426020841656,hair-swipe
-1.1659762084960936,7.900865478515625,5.556942053222656,9.729479986682396,hair-swipe
-1.8148048583984373,8.966285217285156,6.038176586914062,10.961175291296552,hair-swipe
-2.463633508300781,9.995791931152343,8.698134631347656,13.477495778488011,hair-swipe
-1.2617442749023438,9.782707983398437,9.543287817382812,13.72471189020387,hair-swipe
0.8834604125976562,9.157821350097656,8.180987072753906,12.311569504555388,hair-swipe
1.2114660400390624,8.475473876953124,6.5026517089843745,10.751083045602437,hair-swipe
1.6735469604492186,7.994239343261718,4.04141240234375,9.112718382129463,hair-swipe
2.50912333984375,7.659051110839843,0.7398083129882812,8.09345909935747,hair-swipe
1.7118541870117185,7.390900524902343,-0.3280056274414062,7.593644909937817,hair-swipe
1.3934253662109375,8.389282617187499,-0.4429273071289062,8.515743166726253,hair-swipe
0.5099649536132812,8.295908752441406,-2.099714855957031,8.572687370893352,hair-swipe
0.8786720092773437,7.568071447753906,-2.3726538452148436,7.979803018083101,hair-swipe
-0.32561142578124996,8.080430603027343,-4.7931917236328125,9.400748290984193,hair-swipe
-0.1388636962890625,7.714117749023437,-4.932055419921875,9.157077396043249,hair-swipe
1.0175357055664063,8.571241943359375,-4.134786267089844,9.57068570365887,hair-swipe
-0.86191259765625,8.999804040527343,-4.426878869628906,10.066609291129648,hair-swipe
-1.254561669921875,9.117119921875,-4.529829541015625,10.25744394691704,hair-swipe
-1.6232687255859375,8.298302954101562,-4.292803576660156,9.482879089248282,hair-swipe
-1.35990654296875,9.406818322753905,-4.065354418945312,10.337537584673923,hair-swipe
-1.5155296508789062,10.220846887207031,-1.3623007446289062,10.422015377710746,hair-swipe
-0.181959326171875,10.457872851562499,0.3184288208007812,10.464301729678166,hair-swipe
-0.8595183959960937,10.572794531249999,0.3591302490234375,10.61375195719446,hair-swipe
-0.7829039428710937,10.603919152832031,1.1252747802734375,10.692159899416044,hair-swipe
-1.5251064575195312,10.022128149414062,2.8945898071289062,10.542658701749765,hair-swipe
-0.2561795776367187,8.961496813964843,5.801150622558594,10.67836137561902,hair-swipe
-2.1643583007812497,9.3852705078125,3.744531396484375,10.333889139052781,hair-swipe
-0.201112939453125,8.166621862792969,6.698976245117187,10.564584317279499,hair-swipe
-0.5410895751953124,8.336610180664062,5.6024318847656245,10.0587817481132,hair-swipe
-1.2713210815429687,8.310273962402343,4.855440966796874,9.708358131249964,hair-swipe
-0.8690952026367187,8.566453540039062,4.948814831542968,9.931274891059736,hair-swipe
-0.928950244140625,8.36294639892578,5.408501550292969,10.002685141846465,hair-swipe
-0.9600748657226562,8.29351455078125,5.856217260742187,10.198009999839549,hair-swipe
-1.158793603515625,8.384494213867187,5.5832782714843745,10.139799904078513,hair-swipe
-0.8092401611328125,8.427589843749999,5.796362219238281,10.26045589579144,hair-swipe
