x,y,z,mag,point
-3.689464758300781,9.294290844726563,0.12689268798828124,10.000604694886022,point
-3.6391865234374996,9.248801013183593,0.13168109130859373,9.939886249029373,point
-3.6535517333984373,9.279925634765624,-0.047884033203124995,9.973352141383291,point
-3.5434184570312497,9.18655177001953,0.13168109130859373,9.847125859594103,point
-3.6391865234374996,9.464279162597656,-0.07900865478515624,10.140143045710955,point
-3.5625720703124997,9.253589416503905,-0.033518823242187495,9.915743056216982,point
-3.632003918457031,9.181763366699219,0.06703764648437499,9.874245542409463,point
-3.5338416503906247,9.157821350097656,0.14125789794921875,9.81700985453682,point
-3.5984850952148437,9.246406811523437,-0.1867477294921875,9.923709418314347,point
-3.768473413085937,9.598354455566406,-0.97683427734375,10.35779925105815,point
-4.2329485351562495,9.057264880371093,-2.9376854370117185,10.420263727052006,point
-4.8506525634765625,9.229647399902344,-6.385335827636719,12.226517699238281,point
-7.000645654296875,8.24802471923828,-4.84586416015625,11.85417018626265,point
-6.306327172851562,7.278373046874999,-1.8148048583984373,9.799897616536052,point
0.36391865234375,5.422866760253906,-0.086191259765625,5.435747383594125,point
6.789955908203124,0.11252747802734374,4.8506525634765625,8.345357629258045,point
14.389151977539061,-3.0119056884765625,-1.0199299072265624,14.736333584872764,point
15.35401524658203,0.33518823242187495,-1.908178723144531,15.47576432305975,point
9.583989245605467,-0.40462008056640625,-3.5218706420898434,10.218617327657062,point
9.165003955078124,0.30406361083984373,-2.913743420410156,9.62183209664449,point
10.050858569335936,1.177947216796875,-3.8235400512695312,10.817891483557013,point
9.926360083007811,0.9145850341796874,-2.6096798095703124,10.304344665758965,point
9.440337145996093,0.7924807495117187,-3.2920272827148436,10.029229023138278,point
9.227253198242186,0.7829039428710937,-2.9975404785156248,9.733467475086844,point
9.227253198242186,1.254561669921875,-2.825157958984375,9.73127145142507,point
9.452308154296874,1.4173673828125,-3.191470812988281,10.076732887786795,point
9.081206896972656,1.1851298217773436,-1.9943699829101562,9.37285244889851,point
9.311050256347656,1.419761584472656,-2.906560815429687,9.856950624141696,point
9.358934289550781,1.235408056640625,-3.1699229980468746,9.958127128937871,point
9.471461767578125,1.1348515869140625,-2.8419173706054686,9.953540600226868,point
9.435548742675781,1.0438719238281249,-3.246537451171875,10.032908555878935,point
