x,y,z,mag,raise-hand
-4.352658618164062,8.966285217285156,-0.0047884033203125,9.96694188669677,raise-hand
-4.417302062988281,8.827421520996094,-0.02154781494140625,9.870987414304318,raise-hand
-4.276044165039062,8.82263311767578,0.105344873046875,9.80482056810584,raise-hand
-4.46279189453125,8.865728747558594,0.39743747558593745,9.93355999962656,raise-hand
-4.2688615600585935,9.1554271484375,-0.14604630126953125,10.102789456947363,raise-hand
-4.144363073730468,8.86094034423828,-0.10295067138671875,9.78277097308269,raise-hand
-4.551377355957031,8.815450512695312,0.354341845703125,9.927374361920416,raise-hand
-4.367023828124999,8.75320126953125,0.28730419921875,9.786315613305332,raise-hand
-4.446032482910156,8.82981572265625,-0.086191259765625,9.886368366008812,raise-hand
-4.6998178588867185,9.6917283203125,-0.3711012573242187,10.777550829601571,raise-hand
-5.614402893066406,15.72511650390625,2.020706201171875,16.819157602524317,raise-hand
-8.458714465332031,16.199168432617185,-1.3000515014648437,18.320836286064548,raise-hand
-8.566453540039062,12.502521069335936,-6.117185241699218,16.343717894778393,raise-hand
-9.253589416503905,5.415684155273437,-4.290409374999999,11.548426930279325,raise-hand
-2.281674182128906,4.939238024902344,-3.883395092773437,6.684524424864616,raise-hand
-0.9241618408203125,4.560954162597656,-3.385401147460937,5.7547648875149635,raise-hand
-0.5985504150390625,2.01112939453125,-2.834734765625,3.5268435225189805,raise-hand
1.0175357055664063,2.9185318237304685,-5.068524914550781,5.936594286933546,raise-hand
1.9129671264648436,7.1203557373046875,-5.291185668945312,9.074996134211585,raise-hand
-4.261678955078125,6.2201359130859375,-2.6527754394531247,7.993072990132326,raise-hand
-3.459621398925781,7.558494641113281,-4.446032482910156,9.426930905800445,raise-hand
-3.019088293457031,7.283161450195312,-4.537012145996093,9.096362682205259,raise-hand
-1.8411410766601561,7.994239343261718,-4.656722229003906,9.433065517615043,raise-hand
-2.568978381347656,7.764395983886718,-4.8314989501953125,9.498888199371873,raise-hand
-1.5682020874023437,8.542511523437499,-5.425260961914062,10.240469589811992,raise-hand
-1.9823989746093749,8.458714465332031,-5.6215854980468745,10.348042308204995,raise-hand
-2.6336218261718747,8.087613208007811,-5.343858105468749,10.045012233791223,raise-hand
-1.7645266235351562,8.240842114257813,-5.023035083007812,9.811009856401983,raise-hand
-2.2601263671875,7.975085729980468,-4.783614916992187,9.57043025523223,raise-hand
-2.7629087158203123,7.790732202148437,-4.838681555175781,9.578205051571343,raise-hand
-1.7693150268554687,8.030152368164062,-5.068524914550781,9.659387533876538,raise-hand
-1.3646949462890625,7.793126403808594,-5.2456958374023435,9.492762309291528,raise-hand
