x,y,z,mag,dab
-2.77727392578125,8.985438830566405,3.603273498535156,10.07149151525834,dab
-2.7916391357421872,8.798691101074219,3.6272155151367187,9.918009202938793,dab
-2.3223756103515623,8.95670841064453,3.356670727539062,9.842931087942448,dab
-2.9568390502929685,8.923189587402343,3.394977954101562,9.99460278805009,dab
-2.882618798828125,9.014169250488282,3.5051112304687497,10.09210300947052,dab
-2.7557261108398436,8.961496813964843,3.6535517333984373,10.062350213209896,dab
-2.8706477905273435,8.990227233886719,3.2441432495117186,9.979442363054682,dab
-2.597708801269531,8.987833032226561,3.3638533325195312,9.942069345668378,dab
-2.8419173706054686,9.030928662109375,3.1411925781249996,9.975031711945848,dab
-2.789244934082031,9.045293872070312,3.5482068603515624,10.108758601245798,dab
-2.952050646972656,9.686939916992188,3.438073583984375,10.694473243063422,dab
-4.836287353515624,10.232817895507813,2.061407629394531,11.50433130881261,dab
-6.356605407714843,11.221623181152344,2.5713725830078125,13.150787660433481,dab
-5.616797094726562,12.112266198730469,6.054935998535156,14.660069986824562,dab
-2.099714855957031,8.125920434570313,6.5960255737304685,10.67459314234507,dab
2.2385785522460937,6.849810949707031,3.6822821533203123,8.0926105700178,dab
7.824251025390624,3.0406361083984375,1.697488977050781,8.564218637986277,dab
7.192181787109375,4.584896179199219,1.218648645019531,8.615907169466912,dab
6.598419775390624,6.308721374511719,-0.07422025146484375,9.129327333337029,dab
5.228936425781249,8.310273962402343,-0.5027823486328125,9.831338645634228,dab
4.297591979980469,9.34696328125,0.229843359375,10.290182086692004,dab
5.054159704589844,8.671798413085938,2.6384102294921874,10.378141768919352,dab
4.836287353515624,8.71489404296875,1.7429788085937499,10.118153422100015,dab
4.388571643066406,8.317456567382813,1.6831237670898436,9.553666857912138,dab
5.2816088623046875,8.616731774902343,1.3263877197265623,10.193270478017766,dab
5.3390697021484375,8.355763793945313,1.9847931762695312,10.112559409821673,dab
5.269637854003906,8.137891442871092,2.080561242675781,9.91580028705853,dab
5.109226342773437,8.693346228027343,2.0973206542968748,10.299379417663355,dab
4.3454760131835934,8.406042028808594,2.1499930908203124,9.703977259960245,dab
5.118803149414062,7.410054138183593,1.5394716674804687,9.136794899101009,dab
4.927267016601562,8.066065393066406,1.5705962890624998,9.581552268882639,dab
4.7117888671875,9.13627353515625,2.408566870117187,10.558107917897726,dab
3.1364041748046874,8.341398583984375,2.731784094238281,9.320869370512714,dab
4.206612316894531,8.039729174804688,2.5426421630859375,9.423261726088093,dab
3.0980969482421874,8.049305981445311,3.883395092773437,9.458873555038974,dab
1.66636435546875,8.954314208984375,3.6583401367187496,9.815292439572222,dab
0.373495458984375,8.113949426269532,4.874594580078124,9.472979809440567,dab
0.24660277099609373,8.947131604003905,5.377376928710937,10.44165501725953,dab
-3.1004911499023438,9.277531433105468,4.299986181640625,10.685294381774565,dab
-3.1794998046874996,9.296685046386719,3.3638533325195312,10.385233801047573,dab
-2.559401574707031,8.453926062011718,3.897760302734375,9.654632963512686,dab
-3.1866824096679687,9.447519750976562,3.0597897216796874,10.429424114785828,dab
-3.1076737548828124,8.185775476074218,4.355052819824219,9.77911250446299,dab
-1.5969325073242187,9.042899670410156,4.908113403320312,10.41219501651335,dab
