x,y,z,mag,raise-hand
-4.058171813964844,9.05965908203125,-0.59376201171875,9.944784285284939,raise-hand
-4.058171813964844,8.863334545898438,-0.5339069702148437,9.762812832223066,raise-hand
-3.9887399658203124,8.856151940917968,-0.5027823486328125,9.725958246139763,raise-hand
-4.00310517578125,8.961496813964843,-0.6488286499023437,9.8363740683243,raise-hand
-4.127603662109375,9.038111267089842,-0.5793968017578125,9.952902487296972,raise-hand
-4.043806604003906,8.827421520996094,-0.44532150878906246,9.719776427784785,raise-hand
-4.201823913574218,9.706093530273437,-0.4429273071289062,10.585828282118527,raise-hand
-4.8698061767578125,12.57674132080078,-1.13006318359375,13.533901035859556,raise-hand
-6.198588098144531,14.60702432861328,-0.0430956298828125,15.867876713047472,raise-hand
-7.702146740722656,13.73314072265625,-3.323151904296875,16.09240681510805,raise-hand
-6.478709692382812,9.227253198242186,-3.1316157714843746,11.701405821646189,raise-hand
-5.872976672363281,6.718129858398437,-4.141968872070312,9.837734999766324,raise-hand
-3.756502404785156,6.241683728027343,-3.9408559326171875,8.282528089872201,raise-hand
-1.714248388671875,5.121197351074218,-2.308010400390625,5.873007905241146,raise-hand
-2.501940734863281,4.11802685546875,-2.916137622070312,5.632203055109426,raise-hand
-0.4836287353515625,2.549824768066406,-2.980781066894531,3.952285271872408,raise-hand
2.31758720703125,6.806715319824218,-4.556165759277343,8.512416245305202,raise-hand
-1.0726023437499999,7.378929516601562,-4.161122485351562,8.538970484601181,raise-hand
-1.7741034301757812,8.24802471923828,-4.821922143554687,9.71742187561239,raise-hand
-2.4396914916992185,8.116343627929687,-4.984727856445312,9.832326289547469,raise-hand
-2.480392919921875,8.070853796386718,-4.3430818115234375,9.494913883834554,raise-hand
-2.4253262817382812,8.137891442871092,-5.1882349975585935,9.951144009546681,raise-hand
-1.889025109863281,8.161833459472655,-5.219359619140625,9.870443562463498,raise-hand
-2.4564509033203126,8.224082702636718,-4.915296008300781,9.890895924508014,raise-hand
-2.269703173828125,7.922413293457031,-4.953603234863281,9.615319542172175,raise-hand
-2.3630770385742186,8.180987072753906,-4.867411975097656,9.808383246495177,raise-hand
-2.133233679199219,8.228871105957031,-4.565742565917969,9.649404685614524,raise-hand
-2.6336218261718747,8.271966735839843,-4.1946413085937495,9.641390631537073,raise-hand
-2.616862414550781,7.9846625366210935,-4.675875842285156,9.615956510554467,raise-hand
-2.3535002319335936,7.7979148071289055,-5.104437939453125,9.61258161779031,raise-hand
