x,y,z,mag,hair-swipe
-2.061407629394531,7.343016491699219,6.141127258300781,9.791973070558228,hair-swipe
-2.24097275390625,7.4699091796875,6.354211206054687,10.05969691828142,hair-swipe
-2.013523596191406,7.465120776367187,6.593631372070312,10.161608147774565,hair-swipe
-2.114080065917969,7.2903440551757805,6.6893994384765625,10.117633904003402,hair-swipe
-2.2290017456054687,7.5537062377929685,6.236895324707031,10.046182857191932,hair-swipe
-2.2002713256835937,7.625532287597656,6.004657763671875,9.952178225627026,hair-swipe
-2.971204260253906,8.152256652832031,6.787561706542968,11.016276013695535,hair-swipe
-4.328716601562499,9.7683427734375,6.675034228515624,12.598189945697222,hair-swipe
-3.2130186279296873,9.533711010742186,7.838616235351562,12.75378527437588,hair-swipe
-1.0175357055664063,9.670180505371093,6.7277066650390625,11.824119708856667,hair-swipe
0.948103857421875,8.805873706054687,6.37815322265625,10.914355280231803,hair-swipe
0.5626373901367188,8.125920434570313,5.030217687988281,9.573412856985613,hair-swipe
1.3575123413085937,8.336610180664062,3.902548706054687,9.304396566370434,hair-swipe
2.0350714111328125,8.295908752441406,1.448492004394531,8.663818255482909,hair-swipe
1.3263877197265623,8.858546142578124,2.3367408203125,9.257078470259497,hair-swipe
0.9265560424804687,8.214505895996094,1.1109095703125,8.340907222156567,hair-swipe
-0.3399766357421875,7.105990527343749,-0.8259995727539062,7.16191041424977,hair-swipe
0.277727392578125,7.445967163085937,-4.316745593261719,8.611263090585885,hair-swipe
0.48123453369140623,7.50821640625,-4.292803576660156,8.662162710737144,hair-swipe
0.4908113403320312,8.113949426269532,-6.528987927246093,10.426157222005786,hair-swipe
-1.0366893188476562,7.201758593749999,-6.655880615234374,9.861074908483229,hair-swipe
-0.105344873046875,9.138667736816405,-2.398990063476562,9.448888763810569,hair-swipe
0.6655880615234374,8.908824377441405,-4.841075756835937,10.161012436719158,hair-swipe
-0.6296750366210937,8.688557824707031,-5.865794067382812,10.502145864820434,hair-swipe
-0.8714894042968749,9.751583361816406,-4.920084411621094,10.957194096196945,hair-swipe
-1.1635820068359375,9.133879333496093,-3.239354846191406,9.760896197841832,hair-swipe
-0.5051765502929687,9.370905297851563,-1.7310078002929687,9.542822300186852,hair-swipe
-2.4133552734375,10.158597644042969,-0.6751648681640625,10.463137071098082,hair-swipe
-0.9217676391601562,10.295067138671874,1.8650830932617186,10.50317085051629,hair-swipe
-1.3431471313476562,10.876858142089842,1.8650830932617186,11.117041971872025,hair-swipe
-0.9050082275390624,9.873687646484374,4.060566015625,10.714333577012628,hair-swipe
-0.6847416748046875,8.166621862792969,5.868188269042968,10.079594107502341,hair-swipe
-1.8004396484374998,8.971073620605468,4.513070129394531,10.202428476927551,hair-swipe
-1.455674609375,9.069235888671875,4.7022120605468745,10.318954716205777,hair-swipe
-1.16837041015625,8.504204296874999,4.80755693359375,9.838657622260326,hair-swipe
-0.8259995727539062,8.616731774902343,4.781220715332031,9.888903544049839,hair-swipe
-1.1540052001953125,8.678981018066406,5.164292980957031,10.16495752608917,hair-swipe
-1.5370774658203123,8.683769421386717,5.358223315429687,10.318963881987276,hair-swipe
-0.8858546142578124,8.552088330078124,5.487510205078125,10.199790265191577,hair-swipe
-1.4125789794921875,8.468291271972657,5.166687182617188,10.020079484878961,hair-swipe
-0.9050082275390624,8.56166513671875,5.135562561035156,10.024727059801911,hair-swipe
-0.9528922607421875,8.2743609375,5.379771130371093,9.915391570673469,hair-swipe
-1.1276689819335937,8.489839086914062,5.334281298828125,10.089775122842749,hair-swipe
-1.149216796875,8.264784130859374,5.511452221679687,10.000173076891345,hair-swipe
