x,y,z,mag,raise-hand
-6.332663391113281,9.30147344970703,-2.4899697265625,11.524755233841146,raise-hand
-8.013392956542969,8.88009395751953,-5.386953735351562,13.11830042029704,raise-hand
-4.709394665527343,8.858546142578124,-4.522646936035156,11.004843169437324,raise-hand
-5.279214660644531,7.096413720703125,-4.223371728515625,9.801329699881174,raise-hand
-6.236895324707031,7.3478048950195305,-3.294421484375,10.185397045934781,raise-hand
-2.703053674316406,5.705382556152343,-3.411737365722656,7.176199630093287,raise-hand
-4.716577270507813,5.679046337890624,-2.806004345703125,7.8975520792638445,raise-hand
1.886630908203125,4.781220715332031,-4.458003491210937,6.80391378841299,raise-hand
3.5793314819335937,5.5641246582031245,-6.205770703124999,9.070980492171147,raise-hand
1.369483349609375,7.247248425292969,-6.0525417968749995,9.54103540427807,raise-hand
-0.8714894042968749,6.555324145507812,-7.204152795410156,9.779140347397382,raise-hand
-0.28730419921875,6.981492041015625,-6.349422802734375,9.441342317146248,raise-hand
-1.3455413330078123,6.912060192871094,-5.468356591796875,8.915715417382609,raise-hand
-1.8124106567382812,6.993463049316406,-6.667851623535156,9.831256434672673,raise-hand
-1.4149731811523436,6.9336080078124995,-6.830657336425781,9.835392659017197,raise-hand
-1.0821791503906248,7.44357296142578,-6.655880615234374,10.043835766770673,raise-hand
-1.5586252807617187,7.4770917846679685,-6.4667386840820305,10.007743178678286,raise-hand
-1.917755529785156,7.022193469238281,-6.189011291503906,9.554729099131862,raise-hand
-0.7805097412109374,7.414842541503906,-6.361393811035156,9.80083754535793,raise-hand
-1.4125789794921875,7.445967163085937,-6.433219860839843,9.941032348049243,raise-hand
-1.649604943847656,7.077260107421875,-6.351817004394531,9.651652001403034,raise-hand
-1.005564697265625,7.089231115722656,-6.505045910644531,9.673881355077203,raise-hand
-1.5514426757812498,6.924031201171875,-6.423643054199219,9.571435239231302,raise-hand
-1.2617442749023438,7.254431030273437,-6.720524060058593,9.969163045615685,raise-hand
-0.21787235107421873,6.828263134765624,-6.545747338867187,9.461472085423532,raise-hand
-1.0079588989257813,6.519411120605469,-5.456385583496093,8.561007308557908,raise-hand
-0.6512228515624999,7.031770275878906,-6.112396838378906,9.339768708322264,raise-hand
-2.2026655273437497,7.781155395507812,-5.176263989257812,9.601657336151716,raise-hand
-0.9911994873046874,7.8529814453124995,-5.88015927734375,9.860429358348815,raise-hand
