x,y,z,mag,hair-swipe
-2.0733786376953125,7.996633544921875,5.774814404296874,10.079361509098467,hair-swipe
-2.133233679199219,7.809885815429687,5.904101293945312,10.020150421490007,hair-swipe
-2.0470424194335934,7.9104422851562495,5.5832782714843745,9.89638702105865,hair-swipe
-2.2673089721679687,7.752424975585937,5.722141967773437,9.89867120762762,hair-swipe
-1.7022773803710936,7.8338278320312495,5.6766521362304685,9.822982554061696,hair-swipe
-2.3965958618164063,8.039729174804688,5.154716174316406,9.8464214700997,hair-swipe
-2.9568390502929685,9.14824454345703,3.9647979492187497,10.399658560470048,hair-swipe
-3.873818286132812,8.939948999023438,6.0908490234374995,11.490326281069073,hair-swipe
-3.4356793823242184,8.980650427246093,8.228871105957031,12.655840335314666,hair-swipe
-0.3136404174804687,8.092401611328125,11.044452258300781,13.695446682616401,hair-swipe
-0.3112462158203125,7.864952453613281,10.50815108642578,13.129188495851956,hair-swipe
2.2266075439453124,8.183381274414062,7.031770275878906,11.016864501749987,hair-swipe
2.5570073730468748,7.431601953125,5.439626171875,9.558060848585075,hair-swipe
1.89620771484375,7.204152795410156,2.1691467041015624,7.758905761856087,hair-swipe
1.5945383056640625,7.285555651855469,-0.3136404174804687,7.464599378130785,hair-swipe
2.1619640991210938,8.166621862792969,-0.26336218261718747,8.452050701159422,hair-swipe
1.1563994018554686,7.7787611938476555,-2.0159177978515626,8.118516481181558,hair-swipe
1.5298948608398437,8.147468249511718,-2.480392919921875,8.652985970127553,hair-swipe
0.82360537109375,8.154650854492187,-4.891353991699218,9.544736782021625,hair-swipe
1.0510545288085937,7.702146740722656,-4.752490295410156,9.111198825957064,hair-swipe
0.488417138671875,7.848193041992187,-4.843469958496094,9.235360662398472,hair-swipe
0.201112939453125,8.951920007324219,-4.673481640625,10.100433103446903,hair-swipe
-0.814028564453125,8.511386901855468,-3.67749375,9.30754047953118,hair-swipe
-0.7062894897460937,9.282319836425781,-3.6942531616210936,10.015378815161052,hair-swipe
-1.6304513305664061,9.294290844726563,-2.0470424194335934,9.655702797553076,hair-swipe
-1.0462661254882812,9.840168823242188,-0.6296750366210937,9.915648537891789,hair-swipe
-1.13006318359375,10.481814868164061,0.6440402465820312,10.562209691565334,hair-swipe
-2.5354595581054684,9.952696301269532,2.961627453613281,10.689057769985551,hair-swipe
-2.5330653564453125,10.20169327392578,4.101267443847656,11.283233596857357,hair-swipe
-2.398990063476562,10.402806213378906,2.9089550170898435,11.0650598610774,hair-swipe
-2.6096798095703124,8.67658681640625,5.80354482421875,10.759866170999986,hair-swipe
-2.81558115234375,8.279149340820313,5.312733483886719,10.232152662262711,hair-swipe
-2.1811177124023438,8.14028564453125,5.434837768554687,10.02791037157918,hair-swipe
-2.090138049316406,8.169016064453125,4.934449621582031,9.769866610881873,hair-swipe
-2.0063409912109376,8.43956085205078,4.651933825683593,9.843377462386604,hair-swipe
-2.2098481323242187,8.556876733398436,4.939238024902344,10.12421060948228,hair-swipe
-2.5857377929687497,8.652644799804687,4.510675927734375,10.09457771730033,hair-swipe
-2.1906945190429687,8.542511523437499,5.078101721191406,10.176480860031845,hair-swipe
-2.398990063476562,8.494627490234375,4.953603234863281,10.121859242794912,hair-swipe
-2.233790148925781,8.240842114257813,5.2073886108398435,10.000909624922503,hair-swipe
-2.379836450195312,8.149862451171874,5.03740029296875,9.87214673788336,hair-swipe
-1.8243816650390623,7.893682873535155,5.604826086425781,9.851531516812596,hair-swipe
-2.0733786376953125,8.336610180664062,5.190629199218749,10.036961679880283,hair-swipe
-2.1404162841796874,8.212111694335936,5.439626171875,10.080163353814168,hair-swipe
-2.1715409057617188,7.905653881835937,5.6958057495117185,9.98284309908529,hair-swipe
-2.327164013671875,8.180987072753906,5.468356591796875,10.111734057328853,hair-swipe
