x,y,z,mag,rps
-0.5482721801757812,7.256825231933593,7.153874560546875,10.20490255016786,rps
0.05985504150390625,7.584830859375,6.325480786132812,9.876484646221858,rps
-0.5889736083984375,7.611167077636718,6.430825659179687,9.981596708636088,rps
-0.0430956298828125,7.953537915039062,6.198588098144531,10.083804689190382,rps
-0.13646949462890623,8.647856396484375,6.988674645996094,11.119605095720289,rps
-0.6679822631835937,12.911929553222656,8.113949426269532,15.26434736185508,rps
-0.3280056274414062,10.529698901367187,4.771643908691406,11.565065163518897,rps
-1.697488977050781,7.584830859375,-4.084508032226562,8.780337912509946,rps
-0.13646949462890623,3.976768957519531,-3.881000891113281,5.558370550914839,rps
0.8547299926757812,0.7110778930664062,0.21787235107421873,1.1329887429934633,rps
3.852270471191406,0.4381389038085937,5.758054992675781,6.941696534776088,rps
2.4157494750976563,0.6679822631835937,18.004396484375,18.17801800518795,rps
0.7254431030273437,3.248931652832031,19.61270144958496,19.893211976225857,rps
3.6559459350585937,3.768473413085937,15.320496423339844,16.195213589291622,rps
1.1085153686523437,2.7844565307617186,8.384494213867187,8.904029858250272,rps
0.5458779785156249,4.170699291992188,0.7829039428710937,4.278510714654756,rps
-0.5746083984375,4.496310717773437,-2.9089550170898435,5.386000758797882,rps
-0.2154781494140625,3.746925598144531,-2.231395947265625,4.366349750578751,rps
0.12210428466796874,2.8993782104492185,0.3280056274414062,2.920426536517435,rps
0.430956298828125,1.1228805786132812,11.415553515625,11.47873887643694,rps
0.8690952026367187,2.454056701660156,19.61270144958496,19.784736008265597,rps
4.266467358398438,5.087678527832031,19.61270144958496,20.706165136823245,rps
1.2210428466796874,2.913743420410156,18.56703387451172,18.8338947976959,rps
1.1133037719726562,2.422932080078125,11.863269226074218,12.159243474973263,rps
0.15562310791015624,3.105279553222656,2.133233679199219,3.7706319875384486,rps
-1.0414777221679687,3.775656018066406,-1.6041151123046875,4.232427141258019,rps
-0.5506663818359374,4.096479040527344,-2.43250888671875,4.795985141504278,rps
0.5003881469726562,3.35188232421875,-0.023942016601562498,3.3891114813767587,rps
-0.08379705810546874,1.0007762939453124,10.826579907226561,10.873058798012266,rps
1.5179238525390624,2.1619640991210938,19.61270144958496,19.789801407253876,rps
2.094926452636719,3.5673604736328124,19.61270144958496,20.044271893519774,rps
1.2952630981445312,3.21780703125,18.962077148437498,19.276731008318617,rps
0.28969840087890625,2.3343466186523436,6.5577183471679685,6.966833514608256,rps
-0.22266075439453123,3.438073583984375,0.34237083740234375,3.462245740952292,rps
-0.7852981445312499,4.438849877929687,-1.8507178833007811,4.872908587093539,rps
-0.22505495605468748,4.386177441406249,-3.2920272827148436,5.488774536350052,rps
0.1484405029296875,3.4572271972656248,-1.637633935546875,3.8283546574576777,rps
1.9416975463867185,2.013523596191406,4.0222587890625,4.899288968845816,rps
-1.5658078857421873,-1.2689268798828124,19.61270144958496,19.71598305720751,rps
3.5529952636718747,3.1292215698242187,18.950106140136718,19.53259649148508,rps
2.6431986328124997,2.578555187988281,14.26225928955078,14.7325315513791,rps
1.8626888916015625,1.867477294921875,10.991779821777342,11.30381816044367,rps
1.2689268798828124,1.5897499023437498,9.052476477050782,9.278190046881386,rps
0.9433154541015625,1.5394716674804687,9.449913952636718,9.620846676522813,rps
0.7900865478515624,1.7812860351562498,9.387664709472656,9.587776874209005,rps
0.7134720947265625,1.85790048828125,9.514557397460937,9.720475251955937,rps
1.5322890624999999,1.8267758666992187,9.718064538574218,10.006287933799703,rps
1.1276689819335937,1.687912170410156,9.873687646484374,10.08019804211068,rps
1.0941501586914062,1.848323681640625,9.993397729492187,10.221617444499554,rps
0.9265560424804687,1.6352397338867186,10.398017810058594,10.566517376384457,rps
0.9792284790039062,1.7693150268554687,9.945513696289062,10.149019990197191,rps
