x,y,z,mag,raise-hand
-4.881777185058594,8.55448253173828,-0.6200982299804687,9.868912892775926,raise-hand
-4.838681555175781,8.427589843749999,-0.5746083984375,9.734848975635492,raise-hand
-4.96078583984375,8.501810095214843,-0.6177040283203125,9.862643119899168,raise-hand
-4.8506525634765625,8.59278975830078,-0.7158662963867187,9.893297260075782,raise-hand
-5.046977099609375,8.556876733398436,-0.5243301635742187,9.948217900457887,raise-hand
-4.608838195800781,8.494627490234375,-0.6488286499023437,9.686127416560854,raise-hand
-4.8123453369140625,8.456320263671875,-0.5482721801757812,9.745184576346453,raise-hand
-4.786009118652344,8.537723120117187,-0.5099649536132812,9.800952178922246,raise-hand
-4.972756848144531,8.525752111816406,-0.6967126831054687,9.894552456059358,raise-hand
-4.860229370117187,8.609549169921875,-0.6296750366210937,9.90669758755136,raise-hand
-4.996698864746094,8.858546142578124,-0.7829039428710937,10.200675364352293,raise-hand
-5.947196923828125,11.3389390625,-0.6967126831054687,12.822874049006295,raise-hand
-7.64229169921875,13.479355346679686,-0.33758243408203126,15.498761398183108,raise-hand
-5.8226984375,13.350068457031249,-4.8650177734375,15.355668101302152,raise-hand
-7.3837179199218745,9.425971936035156,-4.264073156738281,12.71025401579031,raise-hand
-6.459556079101562,8.760383874511719,-6.2584431396484375,12.555409228698023,raise-hand
-2.4301146850585935,7.539341027832031,-4.465186096191406,9.09312968070454,raise-hand
-0.6751648681640625,5.700594152832031,-2.5426421630859375,6.27834774952838,raise-hand
-0.8595183959960937,3.5051112304687497,-1.3958195678710936,3.869481732359735,raise-hand
2.722207287597656,3.2058360229492187,-4.261678955078125,5.987462287049867,raise-hand
0.7445967163085937,6.888118176269531,-7.240065820312499,10.020935553262955,raise-hand
-4.860229370117187,6.517016918945312,-4.948814831542968,9.517568349576944,raise-hand
-3.1842882080078123,6.909665991210937,-4.745307690429687,8.966667194593862,raise-hand
-3.782838623046875,6.902483386230468,-4.5322237426757805,9.082686661934169,raise-hand
-3.0550013183593747,7.560888842773437,-5.2456958374023435,9.696256904934689,raise-hand
-2.7437551025390623,7.398083129882812,-5.698199951171874,9.73289827044858,raise-hand
-3.0909143432617188,7.3549875,-5.530605834960937,9.707584328979133,raise-hand
-2.7820623291015623,7.620743884277343,-5.7125651611328125,9.92214739222034,raise-hand
-2.942473840332031,7.429207751464843,-5.233724829101562,9.552128333634228,raise-hand
-2.9544448486328125,7.599196069335937,-5.343858105468749,9.748504742533994,raise-hand
-3.189076611328125,7.953537915039062,-5.023035083007812,9.932766807089115,raise-hand
-2.844311572265625,7.8170684204101555,-5.322310290527343,9.875406515083373,raise-hand
-2.4349030883789062,7.513004809570312,-5.475539196777343,9.610178136427484,raise-hand
-2.5474305664062498,7.6231380859375,-5.5449710449218745,9.764647492713381,raise-hand
-2.50912333984375,7.6087728759765625,-5.72693037109375,9.84819049816266,raise-hand
-2.7437551025390623,7.589619262695312,-5.272032055664062,9.639752829369346,raise-hand
-2.5546131713867184,7.685387329101562,-5.439626171875,9.75606271727918,raise-hand
