x,y,z,mag,hair-swipe
-2.1212626708984375,7.544129431152343,6.1459156616210935,9.959212996652175,hair-swipe
-2.0877438476562498,7.615955480957031,6.294356164550781,10.098533150292887,hair-swipe
-2.128445275878906,7.582436657714843,6.234501123046875,10.044532304390374,hair-swipe
-2.138022082519531,7.6231380859375,6.064512805175781,9.973048093073302,hair-swipe
-2.3223756103515623,7.48906279296875,6.2584431396484375,10.032327771997748,hair-swipe
-2.3367408203125,7.898471276855468,5.571307263183593,9.944127452593708,hair-swipe
-4.185064501953125,9.251195214843749,5.336675500488281,11.470810049258418,hair-swipe
-3.366247534179687,8.650250598144531,8.303091357421874,12.453906373574696,hair-swipe
-1.180341418457031,8.343792785644531,9.469067565917967,12.675777076054095,hair-swipe
-0.7517793212890624,8.959102612304687,7.766790185546874,11.880813168804135,hair-swipe
1.7884686401367187,8.652644799804687,8.073247998046874,11.968467543771318,hair-swipe
2.114080065917969,8.099584216308592,6.426037255859375,10.553035289236915,hair-swipe
2.4756045166015626,7.764395983886718,2.454056701660156,8.510984491360407,hair-swipe
0.7805097412109374,7.218518005371093,2.269703173828125,7.607085522542605,hair-swipe
0.4955997436523437,7.943961108398437,0.8068459594726562,8.000196097594893,hair-swipe
0.9074024291992187,8.2743609375,-1.3120225097656248,8.426733124922979,hair-swipe
0.5386953735351562,8.176198669433592,-0.7876923461914062,8.2316994976593,hair-swipe
-0.16998831787109375,7.908048083496094,-2.308010400390625,8.239722842875855,hair-swipe
-0.29927520751953124,8.0828248046875,-4.2688615600585935,9.145753194354922,hair-swipe
-0.19871873779296872,8.037334973144532,-5.779602807617187,9.901618616221224,hair-swipe
-0.16998831787109375,8.046911779785155,-3.9336733276367184,8.958541793641322,hair-swipe
-0.062249243164062495,8.511386901855468,-3.797203833007812,9.320211312559417,hair-swipe
-0.9050082275390624,8.513781103515624,-5.363011718749999,10.102742363632903,hair-swipe
-1.0869675537109373,8.9255837890625,-4.517858532714843,10.062732738179026,hair-swipe
-0.9097966308593749,8.992621435546875,-2.6048914062499997,9.406403639592302,hair-swipe
-1.1156979736328125,9.598354455566406,-0.5003881469726562,9.675927786041532,hair-swipe
-2.446874096679687,10.723629235839843,0.6488286499023437,11.018366278613865,hair-swipe
-2.978386865234375,10.271125122070313,2.712630480957031,11.032912748610029,hair-swipe
-1.8938135131835936,9.490615380859374,3.9240965209960934,10.443028460950154,hair-swipe
-3.246537451171875,8.863334545898438,5.154716174316406,10.75498970395311,hair-swipe
-3.5817256835937497,8.80347950439453,4.778826513671874,10.638007008109318,hair-swipe
-1.8914193115234375,7.352593298339843,6.8785413696289055,10.244629158563626,hair-swipe
-2.7078420776367187,7.838616235351562,5.966350537109375,10.216342395113937,hair-swipe
-2.578555187988281,8.288726147460936,5.221753820800781,10.130085931034913,hair-swipe
-2.427720483398437,8.32463917236328,5.367800122070312,10.198368607088861,hair-swipe
-2.214636535644531,7.970297326660156,5.781997009277344,10.092657919283194,hair-swipe
-2.511517541503906,8.085219006347655,5.197811804199218,9.934572677964558,hair-swipe
-2.2840683837890623,7.999027746582031,5.250484240722656,9.837123463416068,hair-swipe
