x,y,z,mag,raise-hand
-4.173093493652344,8.839392529296875,-0.36631285400390623,9.781807333042368,raise-hand
-4.297591979980469,8.846575134277343,-0.6440402465820312,9.85626583813688,raise-hand
-4.407725256347656,8.889670764160156,-0.59376201171875,9.940163054858262,raise-hand
-4.371812231445312,8.870517150878905,-0.565031591796875,9.90545695113457,raise-hand
-4.2521021484374995,8.82263311767578,-0.55545478515625,9.809574803640023,raise-hand
-4.220977526855468,8.95670841064453,-0.4261678955078125,9.910645584960191,raise-hand
-4.5968671875,10.05564697265625,-0.9864110839843749,11.100460837497343,raise-hand
-5.628768103027343,13.876792822265624,-0.8595183959960937,14.999572702673783,raise-hand
-6.330269189453125,15.25824718017578,-2.9664158569335934,16.783504939628934,raise-hand
-8.851363537597656,11.233594189453123,-3.399766357421875,14.700295445095172,raise-hand
-7.431601953125,9.222464794921875,-3.5769372802734374,12.37243083594629,raise-hand
-4.42448466796875,7.651868505859374,-4.027047192382812,9.71309761598901,raise-hand
-3.3399113159179685,4.5968671875,1.0534487304687499,5.778922889729302,raise-hand
-1.9704279663085937,5.121197351074218,-3.1124621582031247,6.308460142166792,raise-hand
-0.16041151123046873,3.0526071166992184,-4.094084838867187,5.109371069877399,raise-hand
2.6791116577148437,6.423643054199219,-5.798756420898437,9.059051020453317,raise-hand
-4.005499377441406,6.028599780273437,-4.244919543457031,8.390910707653841,raise-hand
-5.374982727050781,6.0333881835937495,-3.1268273681640624,8.664251940030525,raise-hand
-3.411737365722656,7.625532287597656,-4.687846850585937,9.579384250379093,raise-hand
-3.047818713378906,7.917624890136718,-4.434061474609375,9.5728200636568,raise-hand
-3.0310593017578125,8.17141026611328,-4.407725256347656,9.766642624943287,raise-hand
-2.9664158569335934,8.046911779785155,-4.929661218261718,9.892116656951927,raise-hand
-3.220201232910156,7.8338278320312495,-4.838681555175781,9.754557584777581,raise-hand
-3.69664736328125,7.601590270996093,-4.927267016601562,9.784034782718546,raise-hand
-2.7150246826171873,7.934384301757812,-5.216965417480468,9.876362763810802,raise-hand
-2.8658593872070313,8.013392956542969,-4.7117888671875,9.727721780158353,raise-hand
-2.6982652709960937,8.13310303955078,-4.141968872070312,9.517557809743694,raise-hand
-2.85388837890625,7.8170684204101555,-4.855440966796874,9.63465331761757,raise-hand
-2.9927520751953125,7.931990100097655,-5.1714755859374995,9.93061889650291,raise-hand
-2.4851813232421875,7.931990100097655,-5.128379956054687,9.766927568642172,raise-hand
-1.85790048828125,7.596801867675781,-4.489128112792969,9.017508749879099,raise-hand
